id	name	label	resource	description	synonyms	pmids	taxid	xrefs	raw_id
MONDO:0016865	Kleefstra syndrome due to a point mutation	Disease	MONDO					ORDO:261652|UMLS:CN202210|Orphanet:261652	MONDO:0016865
MONDO:0017795	ameloblastoma	Disease	MONDO	The most common odontogenic tumor, arising from the epithelial component of the embryonic tooth and usually affecting the molar-ramus region of the mandible or maxilla. Although most ameloblastomas are morphologically and clinically benign, they may cause extensive local destruction, recur, or metastasize. [NCIT:C4313]	adenomatoid odontogenic tumor|ameloblastoma|aot|Adenoameloblastoma|ameloblastoma of jaw|adamantinoma			NCIT:C4313|MedDRA:10066796|ICDO:9310/0|UMLS:C0002448|GARD:0005747|DOID:0050894|ORDO:314419|SCTID:285311001|Orphanet:314419|MESH:D000564|UMLS:C0563212	MONDO:0017795
MONDO:0017965	obsolete syndrome with 46,XX disorder of sex development	Disease	MONDO		syndrome with 46,XX DSD			UMLS:CN204115|Orphanet:325109	MONDO:0017965
MONDO:0002653	Paget disease of the penis	Disease	MONDO	A premalignant condition morphologically characterised by the presence of the characteristic Paget cells in the intraepithelial tissue of the penis. It presents as a smooth raised reddish area that may or may not be painful. -- 2003 [NCIT:C27817]	adenocarcinoma of penis|Paget's disease of the penis|penis mammary Paget's disease|Paget's disease of penis|adenocarcinoma of the penis|penis adenocarcinoma|penis Paget disease|penile adenocarcinoma|Paget disease of the penis|penis Paget's disease			UMLS:C0221286|Orphanet:398053|DOID:3448|ORDO:398053|SCTID:398768004|NCIT:C27817	MONDO:0002653
MONDO:0009406	hypertrichotic osteochondrodysplasia Cantu type	Disease	MONDO	Cantu syndrome is a rare disorder characterized by congenital hypertrichosis, osteochondrodysplasia, cardiomegaly, and dysmorphism. [Orphanet:1517]	Craniofaciocardioskeletal syndrome|hypertrichotic osteochondrodysplasia, Cantu type|hypertrichotic osteochondrodysplasia (Cantu syndrome)|hypertrichotic osteochondrodysplasia|Cantu syndrome			MESH:C535572|UMLS:C0795905|DOID:0060569|ORDO:1517|GARD:0008585|Orphanet:1517|OMIM:239850|SCTID:239087008	MONDO:0009406
MONDO:0018213	hereditary sensory and autonomic neuropathy type 1	Disease	MONDO	Hereditary sensory neuropathy type I (HSN I) is a slowly progressive neurological disorder characterised by prominent predominantly distal sensory loss, autonomic disturbances, autosomal dominant inheritance, and juvenile or adulthood disease onset. [Orphanet:36386]	hereditary sensory neuropathy type 1|HSN1|hereditary sensory and autonomic neuropathy type I|HSAN 1|HSAN1|neuropathy hereditary sensory and autonomic type 1|neuropathy hereditary sensory radicular, autosomal dominant			Orphanet:36386|GARD:0006635|SCTID:397734008|GARD:6635|ORDO:36386|PMID:18348718|DOID:0070162	MONDO:0018213
MONDO:0024480	dermatosis of eyelid	Disease	MONDO		dermatosis of eyelid			UMLS:C1274150|SCTID:402700001	MONDO:0024480
MONDO:0020445	agenesis of the superior vena cava	Disease	MONDO	Agenesis of the superior vena cava (SVC) is a rare congenital anomaly of the great veins characterized by unilateral or bilateral complete absence of the SVC. Unilateral agenesis is mainly asymptomatic (most of the time diagnosed incidentally) and patients usually have otherwise normal heart structure. Bilateral agenesis, however, is frequently associated with other congenital cardiac anomalies and/or conduction abnormalities (such as tetralogy of Fallot, atrial septal defect) and typically present symptoms of SVC syndrome. [Orphanet:99114]	absence of the superior caval vein|absence of the superior vena cava|agenesis of the SVC|absence of the SVC|agenesis of the superior caval vein			SCTID:204464007|ICD-9:747.49|Orphanet:99114|ORDO:99114|ICD9:747.49	MONDO:0020445
MONDO:0016005	indomethacin embryofetopathy	Disease	MONDO	Indomethacin embryofetopathy refers to the manifestations that may be observed in a fetus or newborn when the mother has taken indomethacin, a potent prostaglandin inhibitor and tocolytic agent that can cross placenta, during pregnancy. Reported adverse fetal/neonatal effects include decreased renal function resulting in oligohydramnios, closure of the ductus arteriosus, and delayed cardiovascular adaptation at birth. These effects are usually transient and reversible. Indomethacin may also be a risk factor for cerebral injury (periventricular leukomalacia) and necrotizing enterocolitisin preterm infants. [Orphanet:1909]	fetal indomethacin syndrome|antenatal indomethacin exposure			SCTID:715430001|GARD:0002994|UMLS:C4275138|ORDO:1909|Orphanet:1909|UMLS:CN200656	MONDO:0016005
MONDO:0014487	congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome	Disease	MONDO	Congenital sideroblastic anemia -B cell immunodeficiency- periodic fever-developmental delay syndrome is a form of constitutional sideroblastic anemia, characterized by severe microcytic anemia, B-cell lymphopenia, panhypogammaglobulinemia and variable neurodegeneration. The disease presents in infancy with recurrent febrile illnesses, gastrointestinal disturbances, developmental delay, seizures, ataxia and sensorineural deafness. Most patients require regular blood transfusion, iron chelation, and intravenous immunoglobulin (IVIG) replacement. Stem cell transplantation has been reported to be successful. [Orphanet:369861]	SIFD syndrome|SIFD|sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay			ORDO:369861|UMLS:C4015172|OMIM:616084|DOID:0080209|Orphanet:369861	MONDO:0014487
MONDO:0017105	glioependymal/ependymal cyst	Disease	MONDO	Glioependymal/ependymal cyst is a rare central nervous system malformation defined as a subarachnoid, supratentorial, interventricular or intraspinal, sometimes intracerebral or intramedullar cyst with an internal ependymal lining, possibly surrounded by glial tissue. It may be an incidental finding or may present at different ages with clinical features depending on its size and location. It may distort adjacent brain structures and cause macrocephaly, ventriculomegaly, hydrocephalus, focal neurological signs and other signs and symptoms. In some cases, it is associated with other cerebral malformations (e.g. corpus callosum agenesis, polymicrogyria, heterotopias). [Orphanet:269197]				Orphanet:269197|ORDO:269197	MONDO:0017105
MONDO:0030856	developmental and epileptic encephalopathy 89	Disease	MONDO		developmental and epileptic encephalopathy 89|DEE89			DOID:0112223|OMIM:619124	MONDO:0030856
MONDO:0006658	arteriolosclerosis	Disease	MONDO	The thickening of the wall of the small arteries and arterioles. It is caused by deposition of hyaline material in the wall or concentric smooth muscle wall hypertrophy. It results in lumen narrowing and tissue ischemia. [NCIT:P378]	arteriolosclerosis (morphologic abnormality)			DOID:5162|NCIT:C35543|UMLS:C0878486|MESH:D050379|EFO:1000819|ICD10CM:I70	MONDO:0006658
MONDO:0006828	nasal cavity and paranasal sinus lethal midline granuloma	Disease	MONDO	An aggressive, progressive, and destructive lesion affecting the nasal cavities, paranasal sinuses, and the palate. The vast majority of cases are malignant lymphoproliferations affecting the midline of the face in patients with nasal type extranodal NK/T-cell lymphoma. [NCIT:C8196]	nasal cavity and paranasal sinus lethal Midline granuloma|lethal midline granuloma|malignant granuloma of face|Midline lethal granuloma of nasal cavity and paranasal sinus|midfacial Necrotising lesion|Midline lethal granuloma of the nasal cavity and paranasal sinus			ICD-9:446.3|MedDRA:10024255|DOID:9072|MESH:D006103|EFO:1001013|ICD9:446.3|NCIT:C8196	MONDO:0006828
MONDO:0018010	juvenile idiopathic inflammatory myopathy	Disease	MONDO		JIIM			Orphanet:329888|ORDO:329888	MONDO:0018010
MONDO:0007758	epidermolytic palmoplantar keratoderma	Disease	MONDO	A genetic skin disorder caused by mutations in the KRT9 gene. It is characterized by hyperkeratosis in the palms and soles resulting in abnormal thickening of the skin in these areas. [NCIT:C84693]	hyperkeratosis, localized epidermolytic|diffuse erythrodermic palmoplantar keratoderma, VC6rner type|epidermolytic palmoplantar keratoderma of VC6rner|diffuse erythrodermic palmoplantar keratoderma, Voerner type|Ppke|hyperkeratosis palmoplantar localized epidermolytic|EPPK|keratosis of Greither|palmoplantar keratoderma, epidermolytic, with knuckle pads|keratoderma, epidermolytic palmoplantar|palmoplantar keratoderma, Vorner type|keratosis palmaris Et plantaris Familiaris|epidermolytic palmoplantar keratoderma of Vörner|palmoplantar keratoderma, epidermolytic|epidermolytic palmoplantar keratoderma of Voerner|diffuse erythrodermic palmoplantar keratoderma, Vörner type|tylosis			GARD:0002826|UMLS:C1721006|OMIM:144200|SCTID:399955009|ORDO:2199|DOID:0080223|Orphanet:2199|ICD-9:757.39|ICD9:757.39|NCIT:C84693	MONDO:0007758
MONDO:0012000	specific phobia	Disease	MONDO	An anxiety disorder characterized by an intense, irrational fear cued by the presence or anticipation of a specific object or situation. Exposure to the phobic stimulus immediately provokes an anxiety response. In adults, the specific phobia is recognized as excessive or unreasonable. [NCIT:P378]	phobia, specific|simple phobia|phobia, simple			OMIM:608251|ICD9:300.29|ICD-9:300.29|EFO:1001918|DOID:599|SCTID:54587008|MESH:C562465|NCIT:C35284	MONDO:0012000
MONDO:0021311	malignant tumor of parathyroid gland	Disease	MONDO	A cancer that involves the parathyroid gland. [MONDO:patterns/location]	malignant parathyroid tumor|parathyroid cancer|malignant parathyroid gland neoplasm|malignant tumor of the parathyroid|malignant parathyroid neoplasm|malignant neoplasm of parathyroid|malignant parathyroid gland tumor|cancer of parathyroid gland|malignant tumor of the parathyroid gland|malignant tumor of parathyroid|malignant neoplasm of the parathyroid gland|parathyroid gland cancer|malignant neoplasm of parathyroid gland|malignant neoplasm of the parathyroid			SCTID:363481002|ICD-9:194.1|NCIT:C9322|ONCOTREE:PTH|ICD9:194.1	MONDO:0021311
MONDO:0003809	malignant mediastinum hemangiopericytoma	Disease	MONDO	A malignant hemangiopericytoma arising in the mediastinum. [NCIT:P378]	malignant hemangiopericytoma of mediastinum|malignant hemangiopericytoma of the mediastinum|malignant mediastinal hemangiopericytoma|mediastinum spindle cell tumor|mediastinum hemangiopericytoma			UMLS:C1334598|DOID:6209|NCIT:C6608	MONDO:0003809
MONDO:0020489	familial hyperreninemic hypoaldosteronism type 1	Disease	MONDO		FHHA1|18-hydroxylase deficiency|aldosterone synthase deficiency|18-oxidase deficiency|CMO I|corticosterone methyloxidase deficiency type I|CMO II			ORDO:99763|Orphanet:99763|UMLS:C4289986	MONDO:0020489
MONDO:0024650	drug-induced osteoporosis	Disease	MONDO		drug-induced osteoporosis			ICD-9:733.09|ICD9:733.09|SCTID:14651005	MONDO:0024650
MONDO:0002881	vaginal adenosarcoma	Disease	MONDO	A malignant mixed epithelial and mesenchymal neoplasm that arises from the vagina and is characterized by the presence of a malignant mesenchymal component and a benign or atypical mullerian-type epithelial component. [NCIT:C40277]	vagina adenosarcoma|adenosarcoma of vagina|vaginal adenosarcoma|vaginal Müllerian adenosarcoma|vaginal Mullerian adenosarcoma			UMLS:C1519914|DOID:4117|NCIT:C40277	MONDO:0002881
MONDO:0022926	obsolete daentl towsend Siegel syndrome	Disease	MONDO					MESH:C535768	MONDO:0022926
MONDO:0021040	pancreatic neoplasm	Disease	MONDO	A benign or malignant neoplasm involving the pancreas. [NCIT:C3305]	tumor of the pancreas|pancreatic tumor|neoplasm of pancreas|pancreas|pancreas tumor|tumor of pancreas|neoplasm of the pancreas|pancreatic neoplasm|pancreas neoplasm (disease)|pancreas neoplasm			NCIT:C3305|ONCOTREE:PANCREAS|SCTID:126859007|MESH:D010190|EFO:0003860	MONDO:0021040
MONDO:0021210	trachea neoplasm	Disease	MONDO	A neoplasm (disease) that involves the trachea. [MONDO:patterns/location]	neoplasm of the trachea|trachea tumor|neoplasm of trachea|tracheal tumor|tumor of the trachea|tumor of trachea|tracheal neoplasm|trachea neoplasm (disease)			HP:0100551|GTR:AN0505660|MESH:D014134|HP:HP:0100551|UMLS:C0040582|EFO:1001437|NCIT:C3419|GTR:AN0481062	MONDO:0021210
MONDO:0008409	congenital myopathy 7A, myosin storage, autosomal dominant	Disease	MONDO		myopathy with lysis of type 1 myofibrils|scapuloperoneal muscular dystrophy|MYH7-related late-onset scapuloperoneal muscular dystrophy|MYH7-related late-onset SPMD|MYH7-related late-onset scapuloperoneal syndrome|MSMA|myopathy, hyaline body, autosomal dominant|scapuloperoneal myopathy, MYH7-related|myopathy, myosin storage, autosomal dominant|SPMD|SPMM|MYH7-related scapuloperoneal myopathy|scapuloperoneal syndrome, myopathic type			ICD-9:359.89|UMLS:C4759774|GARD:0010313|MESH:C564253|OMIM:181430|OMIM:608358|DOID:0111269|SCTID:129620000|UMLS:CN074265|ORDO:437572|Orphanet:437572	MONDO:0008409
MONDO:0022140	Charles bonnet syndrome	Disease	MONDO	Charles Bonnet syndrome (CBS) refers to the presenceof visual hallucinations in individuals with visual acuity loss without havingpsychosis or dementia. The condition is likely caused by the brain continuing to interpret images, even in their absence. Underlying conditions of vision loss associated with Charles Bonnet syndrome are diverse (including conditions such as macular degeneration and stroke) and may affect the eye, optic nerve, or brain. Hallucinations often resolve if the underlying vision deficit is corrected and can also remit in some individuals with static or progressive vision loss. Treatment is individualized. [GARD:0010343]	CBS|charles bonnet syndrome			MESH:D000075562|GARD:0010343|UMLS:C0339731|SCTID:193756007	MONDO:0022140
MONDO:0032721	spondyloepiphyseal dysplasia, kondo-fu type	Disease	MONDO		SEDKF|Sed With Elevated Blood Lysosomal Enzymes|SPONDYLOEPIPHYSEAL DYSPLASIA, KONDO-FU TYPE			DOID:0112283|OMIM:618392	MONDO:0032721
MONDO:0009509	Landau-Kleffner syndrome	Disease	MONDO	Landau-Kleffner syndrome (LKS) is a rare neurological syndrome characterized by the sudden or gradual development of aphasia (the inability to understand or express language) and recurrent seizures (epilepsy). Children with LKS typically develop normally until signs and symptoms of the syndrome begin to develop between age 2 and 8 years. Males are more often affected by LKS than females. In about 20% of people with LKS, mutations (changes) in the GRIN2A gene have been identified. The syndrome is inherited in an autosomal dominant manner. In other cases, the syndrome may be caused by changes to other unidentified genes. LKS is diagnosed when a doctor sees clinical features that are consistent with the syndrome such as a loss of speech and an electroencephalogram (EEG) that shows specific kinds of seizure activity. Genetic testing can be used to confirm if there is a mutation in GRIN2A, but this testing is not done routinely. Treatment for LKS usually consists of medications such as anticonvulsants and corticosteroids to help prevent seizures. Speech therapy should also be started promptly in order to ensure the best long-term outlook for children with LKS. [https://rarediseases.info.nih.gov/diseases/6855/landau-kleffner-syndrome]	LKS|epilepsy, focal, with speech disorder and with or without mental retardation|benign epilepsy of childhood with centrotemporal spikes|acquired epileptic aphasia|epilepsy, focal, with speech disorder and with or without impaired intellectual development|acquired aphasia with convulsive disorder|aphasia, acquired, with epilepsy|Rolandic epilepsy, intellectual disability, and speech dyspraxia, autosomal dominant|FESD|continuous Spike and waves during slow-Wave sleep syndrome|Rolandic epilepsy, mental retardation, and speech dyspraxia, autosomal dominant|Landau-Kleffner syndrome|epilepsy, focal, with speech disorder and with or without intellectual disability|acquired epileptiform aphasia			MedDRA:10052083|MESH:D018887|MedDRA:10052075|EFO:1001010|OMIM:245570|SCTID:230438007|UMLS:C0282512|DOID:2538|Orphanet:98818|NCIT:C84806|ORDO:98818|GARD:0006855	MONDO:0009509
MONDO:0009135	anemia, congenital dyserythropoietic, type 1a	Disease	MONDO		anemia, congenital dyserythropoietic, type Ia|CDAN1A|CDA Ia|dyserythropoietic Anemia, congenital, type Ia|anemia, congenital dyserythropoietic, type 1a|anemia, congenital dyserythropoietic, type 1			OMIM:224120|DOID:0111398	MONDO:0009135
MONDO:0002722	olfactory nerve neoplasm	Disease	MONDO	Benign and malignant neoplasms which arise from or metastasize to the olfactory or first cranial nerve. Clinical features may include facial pain and impairments of taste or smell. [NCIT:C5121]	neoplasm of first cranial nerve|neoplasm of olfactory nerve|olfactory nerve neoplasm|tumor of the first cranial nerve|tumor of olfactory nerve|tumor of the olfactory nerve|first cranial nerve tumor|tumor of first cranial nerve|olfactory nerve neoplasms|neoplasms, olfactory nerve|olfactory neural neoplasm|olfactory neural tumor|first cranial nerve neoplasms|cranial nerve I neoplasms|first cranial nerve neoplasm|neoplasms, cranial nerve I|olfactory nerve tumor|olfactory nerve neoplasm (disease)|neoplasm of the olfactory nerve|neoplasm of the first cranial nerve			ICD9:239.7|SCTID:126967000|DOID:8256|NCIT:C5121|UMLS:C0346319|ICD-9:239.7|DOID:366	MONDO:0002722
MONDO:0002552	vascular myelopathy	Disease	MONDO		vascular myelopathies			ICD-9:336.1|ICD10CM:G95.1|UMLS:C0154685|DOID:320|ICD9:336.1|SCTID:29774004	MONDO:0002552
MONDO:0005543	autoimmune hepatitis type 1	Disease	MONDO	Autoimmune hepatitis characterized by the presence of antinuclear antibody (ANA) and antismooth-muscle antibody (ASMA). [http://www.clevelandclinicmeded.com/medicalpubs/diseasemanagement/hepatology/chronic-autoimmune-hepatitis/, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2900560/]	type 1 AIH|autoimmune hepatitis type 1			ICD9:571.49|Orphanet:563576|SCTID:721711009|ICD-9:571.49|SCTID:197284004|ORDO:563576	MONDO:0005543
MONDO:0006643	alcoholic cardiomyopathy	Disease	MONDO	A dilated cardiomyopathy which is associated with consumption of large amounts of alcohol over a period of years. [NCIT:P378]	alcoholic cardiomyopathy|alcohol-induced heart muscle disease|dilated cardiomyopathy secondary to alcohol			ICD10CM:I42.6|ICD9:425.5|DOID:12935|MedDRA:10001616|ICD-9:425.5|MESH:D002310|SCTID:83521008|EFO:1000801|NCIT:C53653|UMLS:C0007192	MONDO:0006643
MONDO:0005373	meningococcal infection	Disease	MONDO	Infections with bacteria of the species neisseria meningitidis. [MESH:D008589]	Neisseria meningitidis infection|infections, Neisseria meningitidis|meningococcal disease			ICD-9:036.89|MESH:D008589|ICD-9:036|GARD:0009547|ICD9:036.89|ICD-9:036.9|ICD10CM:A39|GARD:0007169|EFO:0004249|UMLS:C0025303|ICD9:036.9|ICD9:036|SCTID:23511006	MONDO:0005373
MONDO:0060550	polydactyly, postaxial, type a7	Disease	MONDO		polydactyly, postaxial, type A7|PAPA7			OMIM:617642	MONDO:0060550
MONDO:0060720	congenital disorder of glycosylation with defective fucosylation	Disease	MONDO		congenital disorder of glycosylation with defective fucosylation|CDGF			UMLS:CN248517|OMIMPS:618005	MONDO:0060720
MONDO:0030925	oocyte maturation defect 10	Disease	MONDO		oocyte maturation defect 10|OOMD10			OMIM:619176	MONDO:0030925
MONDO:0003165	cerebellar astrocytoma	Disease	MONDO	Benign and malignant neoplasms of the cerebellum that arise from astrocytes. During childhood the majority are benign pilocytic astrocytomas. In adults both benign and relatively higher grade forms may occur. The most common presenting symptoms are headache, nausea, vomiting, ataxia of gait or limb, paresis, diplopia, and dizziness. Objective signs include weakness, long tract signs, dysmetria, gait ataxia, papilledema, and nystagmus. Surgical resection is often curative. [NCIT:C9475]	cerebellum astrocytoma|cerebellar astrocytoma|cerebellum astrocytoma (excluding glioblastoma)|astrocytoma of cerebellum|astrocytoma (excluding glioblastoma) of cerebellum|astrocytoma of the cerebellum|astrocytoma, cerebellar			DOID:4848|UMLS:C0740480|NCIT:C9475	MONDO:0003165
MONDO:0004265	acute endometritis	Disease	MONDO	An acute, usually bacterial infection affecting the endometrium. It is characterized by the presence of neutrophils or microabscesses in the endometrial glands. Symptoms include fever, lower abdominal pain, and vaginal discharge. [NCIT:P378]	endometritis, acute			ICD-9:615.0|SCTID:67667007|ICD9:615.0|NCIT:C27022|UMLS:C0238103|DOID:7528	MONDO:0004265
MONDO:0018113	isolated plagiocephaly	Disease	MONDO	Isolated synostotic plagiocephaly (SP) is a form of nonsyndromic craniosynostosis characterized by premature fusion of one coronal suture leading to skull deformity and facial asymmetry. [Orphanet:35098]	non-syndromic unicoronal synostosis|synostotic plagiocephaly			ORDO:35098|Orphanet:35098	MONDO:0018113
MONDO:0000673	integrative agnosia	Disease	MONDO	Agnosia characterized by the inability to integrate perceptual wholes within knowledge. [Wikipedia:Integrative_agnosia]				DOID:0060143	MONDO:0000673
MONDO:0019213	cerebral organic aciduria	Disease	MONDO	A inherited organic acidemia that involves the brain. [MONDO:patterns/location]	brain inherited organic acidemia|inherited organic acidemia of brain			Orphanet:79158|ORDO:79158	MONDO:0019213
MONDO:0005170	myeloid neoplasm	Disease	MONDO	Proliferation of myeloid cells originating from a primitive stem cell. [NCIT:C9290]	myeloid malignancy|myeloid neoplasm|myeloid tumor			NCIT:C9290|EFO:0002427|UMLS:C2939461|ONCOTREE:MYELOID|DOID:0070004|ICDO:9975/1	MONDO:0005170
MONDO:0005917	placenta disorder	Disease	MONDO	A disease involving the placenta. [https://orcid.org/0000-0002-6601-2165]	placental disease|disease, placental|disease of placenta|disorders, placenta|placental diseases|placenta disease|diseases, placenta|placenta diseases|placenta disease or disorder|diseases, placental|placenta disorder|disorder, placenta|disorder of placenta|disease or disorder of placenta|placenta disorders|placental disorder|disease, placenta			MESH:D010922|ICD9:656.70|GARD:0007402|NCIT:C26857|DOID:780|EFO:0007441|ICD-9:646.9|ICD-9:656.70|ICD9:646.9|SCTID:125586008	MONDO:0005917
MONDO:0006270	lobular breast carcinoma in situ	Disease	MONDO	A non-invasive adenocarcinoma of the breast characterized by a proliferation of monomorphic cells completely filling the lumina. The overall lobular architecture is preserved. It is frequently multifocal (90% in some series) and bilateral. It seldom becomes invasive; however there is an increased risk of infiltrating ductal adenocarcinoma. [NCIT:C4018]	non-infiltrating lobular carcinoma|non-invasive lobular carcinoma of the breast|lobular Ca in situ of the breast|non-infiltrating lobular carcinoma of breast|non-infiltrating lobular carcinoma of the breast|lobular breast carcinoma in situ|breast lobular carcinoma in situ|non-infiltrating lobular breast carcinoma|lobular carcinoma in situ of breast|lobular carcinoma in situ of the breast (LCIS)|non-invasive lobular breast carcinoma|non-invasive lobular carcinoma of breast|lobular carcinoma in situ of the breast|lobular carcinoma in situ (LCIS)|lobular Ca in situ of breast|lobular carcinoma in situ|LCIS			EFO:1000326|NCIT:C4018|ONCOTREE:LCIS|UMLS:C0279563|ICDO:8520/2|SCTID:109888004|UMLS:C0334381	MONDO:0006270
MONDO:0010267	episodic muscle weakness, X-linked	Disease	MONDO		episodic muscle weakness, X-linked|EMWX			MESH:C564565|UMLS:C1846173|OMIM:300211	MONDO:0010267
MONDO:0010097	Tatsumi factor deficiency	Disease	MONDO		Tatsumi factor deficiency			OMIM:272650|MESH:C564787|UMLS:C1848931	MONDO:0010097
MONDO:0007370	coracoclavicular joint, anomalous	Disease	MONDO		coracoclavicular joint, anomalous			OMIM:121350|MESH:C565161	MONDO:0007370
MONDO:0004930	steroid-induced glaucoma	Disease	MONDO		corticosteroid-induced glaucoma			ICD9:365.3|SCTID:1654001|ICD-9:365.3|ICD-9:365.89|ICD9:365.89|UMLS:C0339578|DOID:9946	MONDO:0004930
MONDO:0021253	gallbladder neoplasm	Disease	MONDO	A neoplasm (disease) that involves the gall bladder. [MONDO:patterns/location]	gall bladder neoplasm (disease)|neoplasm of gall bladder|neoplasm of the gallbladder|tumor of the gallbladder|gall bladder tumor|tumor of gallbladder|gallbladder tumor|gall bladder neoplasm|neoplasm of gallbladder|tumor of gall bladder			NCIT:C3048|MESH:D005706|UMLS:C0016978	MONDO:0021253
MONDO:0021083	congenital fibrosis of extraocular muscles type 1	Disease	MONDO	Any congenital fibrosis of extraocular muscles in which the cause of the disease is a mutation in the KIF21A gene. [MONDO:patterns/disease_series_by_gene]	Feom1 locus|blepharoptosis with absent eye movements|fibrosis of extraocular muscles, congenital, 3B|congenital fibrosis of extraocular muscles caused by mutation in KIF21A|CFEOM1|fibrosis of extraocular muscles, congenital, 1|KIF21A congenital fibrosis of extraocular muscles|ophthalmoplegia, congenital			OMIM:135700|DOID:0081015	MONDO:0021083
MONDO:0000811	anomalous left coronary artery from the pulmonary artery	Disease	MONDO	A congenital coronary vessel anomaly in which the left main coronary artery originates from the pulmonary artery instead of from aorta. The congenital heart defect typically results in coronary artery fistula; left-sided heart failure and mitral valve insufficiency during the first months of life. [MESH:D063748]	BWGS|Bland-White-Garland syndrome|ALCAPA disorder|White-Garland syndrome|ALCAPA			UMLS:C1735886|DOID:0060562|MESH:D063748	MONDO:0000811
MONDO:0003660	adult lymphoma	Disease	MONDO	A lymphoma that occurs in an adult. [MONDO:design_pattern]	lymphoma of adults|lymphoma|adult lymphoma			UMLS:C1332206|DOID:5825|NCIT:C7587	MONDO:0003660
MONDO:0033012	erythrokeratodermia variabilis et progressiva 2	Disease	MONDO		erythrokeratodermia variabilis ET progressiva 2|EKVP2			UMLS:C4479618|OMIM:617524|DOID:0080248	MONDO:0033012
MONDO:0004760	urethral false passage	Disease	MONDO					ICD10CM:N36.5|SCTID:74944002|DOID:9339|ICD-9:599.4|ICD9:599.4	MONDO:0004760
MONDO:0012519	Rubinstein-Taybi syndrome due to 16p13.3 microdeletion	Disease	MONDO	Chromosome 16p13.3deletion syndrome is a chromosome abnormality that can affect many parts of the body. People with this condition are missing a small piece (deletion) of chromosome 16 at a location designated p13.3. Although once thought to be a severe form of Rubinstein-Taybi syndrome, it is now emerging as a unique syndrome. Signs and symptoms may include failure to thrive, hypotonia (reduced muscle tone), short stature, microcephaly (unusually small head), characteristic facial features, mild to moderate intellectual disability, organ anomalies (i.e. heart and/or kidney problems), and vulnerability to infections. Chromosome testing of both parents can provide information about whether the deletion was inherited. In most cases, parents do not have any chromosome abnormalities. However, sometimes one parent has a balanced translocation where a piece of a chromosome has broken off and attached to another one with no gain or loss of genetic material. The balanced translocation normally does not cause signs or symptoms, but it increases the risk for having a child with a chromosome abnormality like a deletion. Treatment is based on the signs and symptoms present in each person.To learn more about chromosome abnormalities in general, view our GARD fact sheet on Chromosome Disorders. [GARD:0010754]	chromosome 16p13.3 deletion syndrome|Rubinstein-Taybi deletion syndrome|chromosome 16p13.3 deletion syndrome, proximal|16p13.3 deletion syndrome|Rsts deletion syndrome			GARD:0010754|Orphanet:353281|UMLS:C1864648|OMIM:610543|ORDO:353281	MONDO:0012519
MONDO:0004317	multiple spinal canal and spinal cord meningioma	Disease	MONDO	Multiple meningiomas that arises from the spinal meninges. [NCIT:P378]	multiple meningiomas of the spinal canal and spinal cord|multiple Meningiomas of spinal canal and spinal cord|multiple spinal canal and spinal cord Meningiomas|multiple intraspinal Meningiomas			DOID:7646|NCIT:C5275|UMLS:C1334825	MONDO:0004317
MONDO:0032594	intellectual developmental disorder and retinitis pigmentosa; IDDRP	Disease	MONDO		IDDRP|INTELLECTUAL DEVELOPMENTAL DISORDER AND RETINITIS PIGMENTOSA			OMIM:618195	MONDO:0032594
MONDO:0002799	nodular medulloblastoma	Disease	MONDO	A medulloblastoma characterized by nodularity and neuronal differentiation. [NCIT:P378]				DOID:3873|NCIT:C5407|UMLS:C1334970	MONDO:0002799
MONDO:0032764	Khan-Khan-Katsanis syndrome	Disease	MONDO		3KS|KHAN-KHAN-KATSANIS SYNDROME|3K Syndrome			OMIM:618460	MONDO:0032764
MONDO:0014151	pulmonary hypertension, neonatal, susceptibility to	Disease	MONDO		pulmonary hypertension, neonatal, susceptibility to|PHN|susceptibility to neonatal pulmonary hypertension			UMLS:C0032768|OMIM:615371	MONDO:0014151
MONDO:0024935	foot rot	Disease	MONDO	A disease of the horny parts and of the adjacent soft structures of the feet of cattle, swine, and sheep. It is usually caused by Corynebacterium pyogenes or Bacteroides nodosus (see dichelobacter nodosus). It is also known as interdigital necrobacillosis. (From Black's Veterinary Dictionary, 18th ed) [MESH:D005535]	Rots, foot|foot Rots|rot, foot			MESH:D005535|UMLS:C0016513	MONDO:0024935
MONDO:0015997	ectopia lentis-chorioretinal dystrophy-myopia syndrome	Disease	MONDO	Ectopia lentis-chorioretinal dystrophy-myopia syndrome is characterised by anomalies of the lens (ectopia and cataracts) and retina (generalized tapetoretinal dystrophy and total retinal detachment). Myopia has also been reported. It has been described in four members of the same family, all resulting from a consanguineous marriage. The mode of transmission is autosomal recessive. [Orphanet:1884]	noble Bass Sherman syndrome|noble-Bass-Sherman syndrome|ectopia lentis chorioretinal dystrophy myopia			MESH:C536124|GARD:0003999|Orphanet:1884|ORDO:1884|SCTID:722437006	MONDO:0015997
