id	name	label	resource	description	synonyms	pmids	taxid	xrefs	raw_id
MONDO:0001360	blind hypotensive eye	Disease	MONDO					DOID:11766|ICD-9:360.41|SCTID:23360000|UMLS:C0154788|ICD9:360.41	MONDO:0001360
MONDO:0002630	small cell osteogenic sarcoma	Disease	MONDO	An osteosarcoma usually arising from the metaphysis of long bones. It is characterized by the presence of small cells and osteoid production. The prognosis is usually unfavorable. [NCIT:P378]	round cell osteosarcoma|small cell osteosarcoma|SCOS			DOID:3377|NCIT:C4023|ICDO:9185/3|UMLS:C0279622|ONCOTREE:SCOS	MONDO:0002630
MONDO:0032871	leukodystrophy, hypomyelinating, 19, transient infantile	Disease	MONDO		HLD19|LEUKODYSTROPHY, HYPOMYELINATING, 19, TRANSIENT INFANTILE			OMIM:618688|DOID:0070400	MONDO:0032871
MONDO:0002460	lacrimal system cancer	Disease	MONDO	A cancer that involves the lacrimal apparatus. [MONDO:patterns/location]	lacrimal system neoplasm|lacrimal apparatus cancer|lacrimal system neoplasms|malignant neoplasm of lacrimal apparatus|cancer of lacrimal apparatus|neoplasm of the lacrimal system|lacrimal system tumor|tumor of lacrimal system|malignant lacrimal apparatus neoplasm|tumor of the lacrimal system|neoplasm of lacrimal system			UMLS:C1334361|NCIT:C5102|DOID:292|SCTID:416510003	MONDO:0002460
MONDO:0011941	mycobacterium tuberculosis, susceptibility to, 1	Disease	MONDO		mycobacterium tuberculosis, susceptibility to, 1|Mycobacterium tuberculosis, susceptibility to, type 1|tuberculosis, susceptibility to|MTBS1			OMIM:607949	MONDO:0011941
MONDO:0011771	distal spinal muscular atrophy type 3	Disease	MONDO	Distal spinal muscular atrophy type 3 is a rare neuromuscular disease characterized by progressive muscular weakness and atrophy predominantly affecting distal parts of limbs, later involvement of proximal and trunk muscles with marked hyperlordosis and late diaphragmatic dysfunction. [Orphanet:139547]	autosomal recessive distal spinal muscular atrophy type 3|spinal muscular atrophy, chronic distal, autosomal recessive|neuropathy, distal hereditary motor, type 4|dHMN3 and dHMN4|neuronopathy, distal hereditary motor, type 4|HMN 3|dHMN3|dSMA3|dHMN4|HMN 4|neuronopathy, distal hereditary motor, type 3|distal hereditary motor neuropathy type 3 and type 4|spinal muscular atrophy, distal, autosomal recessive, 3			ORDO:139547|DOID:0111211|UMLS:C1846823|MESH:C564626|OMIM:607088|Orphanet:139547	MONDO:0011771
MONDO:0010024	Beemer-Langer syndrome	Disease	MONDO	Short rib-polydactyly syndrome (SRPS), Beemer-Langer type is an extremely rare type of SRPS developing prenatally or immediately after birth and characterized by short and narrow thorax with horizontally oriented ribs. Other bone features include small iliac bones, short tubular bones, bowing of long bones and rarely pre- and post-axial polydactyly. Brain defects are common and some cases of cleft lip, absent internal genitalia and renal, biliary and pancreatic cysts have been reported. The course is rapidly fatal. [Orphanet:93268]	Beemer-Langer syndrome|short rib-polydactyly syndrome, Beemer-Langer type|short rib syndrome, Beemer type|short rib-polydactyly syndrome type IV|SRTD12|Srps 4|short-rib thoracic dysplasia 12|Beemer Langer syndrome|SRPS type 4|short rib polydactyly syndrome Beemer-Langer type|short rib-polydactyly syndrome type 4|short rib-polydactyly syndrome, type 4|short rib-polydactyly syndrome Beemer type|type IV short rib polydactyly syndrome			ICD9:756.9|MESH:C537599|OMIM:269860|GARD:0004832|Orphanet:93268|DOID:9249|ICD-9:756.9|ORDO:93268|UMLS:C0432198|SCTID:254052001	MONDO:0010024
MONDO:0007704	osteoarthritis susceptibility 2	Disease	MONDO		Dipoa|MATN3 osteoarthritis|hand osteoarthritis|osteoarthritis of distal interphalangeal joints|osteoarthritis susceptibility type 2|OADIP|osteoarthritis susceptibility 2|osteoarthritis caused by mutation in MATN3|Heberden nodes|OS2			OMIM:140600	MONDO:0007704
MONDO:0011124	spondyloepimetaphyseal dysplasia-abnormal dentition syndrome	Disease	MONDO	A rare primary bone dysplasia disorder characterized by the association of dental anomalies (oligodontia with pointed incisors) and generalized platyspondyly with epiphyseal and metaphyseal involvement. Thin tapering fingers and accentuated palmar creases are additional features. [https://orcid.org/0000-0001-5208-3432, Orphanet:168451]	spondyloepimetaphyseal dysplasia with abnormal dentition|SEMDAD			Orphanet:168451|OMIM:601668|ORDO:168451|MESH:C566644|UMLS:C1866507	MONDO:0011124
MONDO:0012224	febrile seizures, familial, 6	Disease	MONDO		convulsions, familial febrile, 6|febrile seizures, familial, 6|FEB6			DOID:0111309|UMLS:C1836518|OMIM:609253|MESH:C563764	MONDO:0012224
MONDO:0012054	schizophrenia 12	Disease	MONDO	A schizophrenia that has material basis in a mutation on chromosome 1p36.2. [DOID:0070088]	schizophrenia type 12|schizophrenia 12|Sczd12|SCZD12|schizophrenia susceptibility locus, chromosome 1P-related			UMLS:C1837893|DOID:0070088|OMIM:608543	MONDO:0012054
MONDO:0044644	congenital agenesis of the scrotum	Disease	MONDO		congenital scrotal absence|congenital absence of the scrotum|congenital scrotal agenesis			Orphanet:495879|ORDO:495879	MONDO:0044644
MONDO:0014679	polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	Disease	MONDO		polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis|PMGYCHA			OMIM:616531|UMLS:C4225295	MONDO:0014679
MONDO:0006647	anterior cerebral artery infarction	Disease	MONDO	Necrosis occurring in the anterior cerebral artery system, including branches such as Heubner's artery. These arteries supply blood to the medial and superior parts of the cerebral hemisphere, Infarction in the anterior cerebral artery usually results in sensory and motor impairment in the lower body. [MESH:D020243]				MESH:D020243|UMLS:C0751843|EFO:1000807|DOID:3528	MONDO:0006647
MONDO:0006477	undifferentiated ovarian carcinoma	Disease	MONDO	An aggressive carcinoma arising from the ovary. Most patients present with advanced disease. Microscopically, it is characterized by significant cytologic atypia, increased mitotic activity, and necrosis. The prognosis is usually poor. [NCIT:C4509]	anaplastic carcinoma of ovary|anaplastic ovarian carcinoma|ovary undifferentiated carcinoma|undifferentiated ovarian carcinoma|anaplastic carcinoma of the ovary|undifferentiated ovarian cancer|undifferentiated carcinoma of the ovary|undifferentiated carcinoma of ovary|ovarian undifferentiated carcinoma			UMLS:C0346167|NCIT:C4509|SCTID:254856004|EFO:1000605	MONDO:0006477
MONDO:0013705	intellectual disability, autosomal recessive 19	Disease	MONDO		MRT19|intellectual disability, autosomal recessive 19|mental retardation, autosomal recessive 19			OMIM:614343|UMLS:C3280541	MONDO:0013705
MONDO:0030028	neurodegeneration, childhood-onset, with ataxia, tremor, optic atrophy, and cognitive decline	Disease	MONDO		neurodegeneration, childhood-onset, with ataxia, tremor, optic atrophy, and cognitive decline|NEURODEGENERATION, CHILDHOOD-ONSET, WITH ATAXIA, TREMOR, OPTIC ATROPHY, AND COGNITIVE DECLINE|CONATOC			OMIM:618868	MONDO:0030028
MONDO:0007747	isolated hyperchlorhidrosis	Disease	MONDO		hyperchlorhidrosis, isolated|isolated hyperchlorhidrosis			ICD9:276.9|DOID:0111371|SCTID:709413001|OMIM:143860|ICD-9:276.9|ORDO:542657|Orphanet:542657	MONDO:0007747
MONDO:0022400	retinal ciliopathy due to mutation in the RPGRIP gene	Disease	MONDO					ORDO:156174|Orphanet:156174	MONDO:0022400
MONDO:0007577	esophageal ring, lower	Disease	MONDO		esophageal ring, lower			UMLS:C0341137|ICD-9:750.3|ICD9:750.3|MESH:C562765|OMIM:133240|SCTID:235623002	MONDO:0007577
MONDO:0017784	Epstein-Barr virus-associated gastric carcinoma	Disease	MONDO	Epstein-Barr virus (EBV)-associated gastric carcinoma (EBVaGC) is a rare form of gastric carcinoma (seen in approximately 10% of cases) with a male predominance, characterized by a latent EBV infection in gastric carcinoma cells, diffuse-type histology, a proximal location (in the body and cardia of the stomach) and a relatively favorable prognosis. [Orphanet:313920]	EBV-associated gastric carcinoma|EBVaGC			Orphanet:313920|ORDO:313920|SCTID:716586009|UMLS:CN203734	MONDO:0017784
MONDO:0002642	trochlear nerve neoplasm	Disease	MONDO	A neoplasm involving a trochlear nerve. [MONDO:patterns/neoplasm]	IVth cranial nerve tumors|fourth cranial nerve tumor|fourth cranial nerve neoplasms|neoplasm of the trochlear nerve|fourth cranial nerve tumors|fourth cranial nerve neoplasm|neoplasm of the fourth cranial nerve|tumor of trochlear nerve|trochlear nerve neoplasm (disease)|neoplasm of fourth cranial nerve|IVth cranial nerve neoplasms|trochlear nerve tumor|tumor of the fourth cranial nerve|trochlear nerve neoplasms|neoplasm of trochlear nerve|tumor of the trochlear nerve|trochlear nerve tumors|tumor of fourth cranial nerve			ICD9:239.7|NCIT:C5825|DOID:3421|ICD-9:239.7|UMLS:C1263896|SCTID:126970001	MONDO:0002642
MONDO:0019132	spinal muscular atrophy-Dandy-Walker malformation-cataracts syndrome	Disease	MONDO					Orphanet:73245|ORDO:73245|UMLS:CN205656	MONDO:0019132
MONDO:0019302	obsolete mucopolysaccharidosis with skin involvement	Disease	MONDO						MONDO:0019302
MONDO:0002029	chronic gonorrhea of cervix	Disease	MONDO	Chronic form of gonococcal cervicitis. [MONDO:patterns/chronic]	gonococcal cervicitis, chronic|chronic gonococcal cervicitis			ICD-9:098.35|DOID:1512|UMLS:C0153206|SCTID:76802005|ICD9:098.35	MONDO:0002029
MONDO:0100309	hereditary ataxia	Disease	MONDO	An instance of an atactic disorder that is caused by an inherited genomic modification in an individual. [MONDO:patterns/hereditary]	rare hereditary ataxia|SCA			ICD10CM:G11|GARD:0010748|Orphanet:183518|SCTID:763597000|GARD:0006614|DOID:0050951|ORDO:183518|MESH:C531684	MONDO:0100309
MONDO:0015710	obsolete immune dysregulation disease with immunodeficiency	Disease	MONDO					UMLS:CN200214|Orphanet:169361	MONDO:0015710
MONDO:0015540	hemophagocytic syndrome	Disease	MONDO	Hemophagocytic syndrome (HPS) is a rare immune disease and a potentially life-threatening disorder characterized by cytokine storm and overwhelming inflammation causing fever, hepatosplenomegaly, cytopenia, hypertriglyceridemia, hyperferritinemia, and hemophagocytosis in bone marrow, liver, spleen or lymph nodes. It can be either primary due to a genetic defect (primary hemophagocytic lymphohistiocytosis), or secondary to malignancies, to infections, most commonly with viruses such as Epstein-Barr virus or cytomegalovirus, human immunodeficiency virus, or to autoimmune disorders such as systemic lupus erythematosus or adult-onset Still disease (secondary hemophagocytic lymphohistiocytosis). [Orphanet:158032]	familial histiocytic reticulosis|HLH|familial hemophagocytic lymphohistiocytosis|hemophagocytic lymphohistiocytosis|familial erythrophagocytic lymphohistiocytosis|haemophagocytic syndrome|FHL|hemophagocytic syndrome|hemophagocytic disorder			UMLS:C3887558|ICD9:288.8|SCTID:234437005|GARD:0006589|UMLS:C0024291|NCIT:C35439|ICD-9:288.8|Orphanet:158032|MedDRA:10058125|DOID:0050120|NCIT:C34792|ORDO:158032	MONDO:0015540
MONDO:0009139	dyssegmental dysplasia, Rolland-Desbuquois type	Disease	MONDO		dyssegmental dwarfism, Rolland-Desbuquois type|dyssegmental dysplasia Rolland-Desbuquois type|dyssegmental dysplasia, Rolland-Desbuquois type|Ddrd|Anisospondylic Camptomicromelic dwarfism, Rolland-Desbuquois type|dyssegmental dwarfism Rolland-Desbuquois type|Anisospondylic camptomicromelic dwarfism Rolland-Desbuquois type			ICD9:756.59|GARD:0009810|SCTID:95243004|OMIM:224400|Orphanet:156731|ORDO:156731|MESH:C537999|ICD-9:756.59|UMLS:C0432209	MONDO:0009139
MONDO:0016810	autosomal recessive progressive external ophthalmoplegia	Disease	MONDO	Autosomal recessive form of progressive external ophthalmoplegia. [MONDO:patterns/autosomal_recessive]	progressive external ophthalmoplegia, autosomal recessive|arPEO			Orphanet:254886|ORDO:254886|MESH:C564926|ICD10CM:H49.4	MONDO:0016810
MONDO:0043544	nosocomial infection	Disease	MONDO	An infection acquired in a hospital or other healthcare setting. [NCIT:C115164]	Cross infections|infection, Healthcare associated|HAI|hospital infections|health care associated infection|Healthcare-associated infection|infections, nosocomial|associated infection, Healthcare|Healthcare associated infection|infection, hospital|Healthcare associated infections|hospital infection|nosocomial infectious disease|infections, hospital|infections, Cross|hospital-acquired infection|associated infections, Healthcare|nosocomial infections|health care associated infections|hospital-onset infection|infections, Healthcare associated|nosocomial infection|infection, Cross|infection, nosocomial			NCIT:C115164|MESH:D003428|SCTID:19168005|UMLS:C0205721|EFO:1001299	MONDO:0043544
MONDO:0013749	ventricular septal defect 3	Disease	MONDO	Any ventricular septal defect in which the cause of the disease is a mutation in the NKX2-5 gene. [MONDO:patterns/disease_series_by_gene]	ventricular septal defect 3|ventricular septal defect type 3|ventricular septal defect (disease) caused by mutation in NKX2-5|NKX2-5 ventricular septal defect (disease)|VSD3			OMIM:614432|UMLS:C3280785	MONDO:0013749
MONDO:0013579	methylmalonate semialdehyde dehydrogenase deficiency	Disease	MONDO		developmental delay due to ALDH6A1 deficiency|developmental delay due to methylmalonate semialdehyde dehydrogenase deficiency|MMSDHD|developmental delay due to MMSDH deficiency|methylmalonate semialdehyde dehydrogenase deficiency|MMSDH deficiency			UMLS:C3279840|OMIM:614105|ORDO:289307|Orphanet:289307|MESH:C566402	MONDO:0013579
MONDO:0021534	rectal neuroendocrine tumor G1	Disease	MONDO	A well differentiated, low grade neuroendocrine tumor (carcinoid tumor) that arises from the rectum. The mitotic count is less than 2 per 10 HPF and/or the Ki67 index is equal to or less than 2 percent. [NCIT:C5547]	rectum NET G1|rectal neuroendocrine tumor G1|rectal carcinoid|rectum carcinoid tumor (disease)|carcinoid of rectum|carcinoid tumor of the rectum|carcinoid tumor of rectum|rectal carcinoid tumor|rectum neuroendocrine neoplasm G1|rectum neuroendocrine tumor, well differentiated, low grade|carcinoid of the rectum|rectum carcinoid tumor|rectal NET G1|grade 1 neuroendocrine neoplasm of rectum			UMLS:C1335678|SCTID:713306000|NCIT:C5547	MONDO:0021534
MONDO:0021364	neoplasm of oropharynx	Disease	MONDO	A neoplasm (disease) that involves the oropharynx. [MONDO:patterns/location]	oropharyngeal neoplasm|oropharynx neoplasm (disease)|tumor of oropharynx|neoplasm of the oropharynx|oropharynx neoplasm|oropharyngeal tumor|oropharyngeal neoplasms|oropharynx tumor|tumor of the oropharynx|neoplasm of oropharynx			NCIT:C3291|UMLS:C0029295|SCTID:126809003	MONDO:0021364
MONDO:0013502	amyloidosis, primary localized cutaneous, 2	Disease	MONDO		amyloidosis, primary localized cutaneous, 2|PLCA2|amyloidosis, primary localized cutaneous, type 2			DOID:0080931|OMIM:613955|UMLS:C3151404	MONDO:0013502
MONDO:0019497	nonsyndromic genetic hearing loss	Disease	MONDO	A disease characterized by hearing loss that is not part of a larger syndrome. [MONDO:patterns/isolated]	nonsyndromic deafness|familial deafness|nonsyndromic hearing loss|isolated genetic deafness|nonsyndromic genetic deafness|nonsyndromic hereditary hearing loss|non-syndromic genetic deafness			ORDO:87884|GARD:0006410|Orphanet:87884|EFO:0009076|DOID:0050563|UMLS:CN043648|MESH:C580334	MONDO:0019497
MONDO:0014602	intellectual disability-macrocephaly-hypotonia-behavioral abnormalities syndrome	Disease	MONDO	An autosomal dominant non-syndromic intellectual disability that has material basis in an autosomal dominant mutation of PPP2R5D on chromosome 6p21.1. [DOID:0070065]	mental retardation, autosomal dominant 35|autosomal dominant intellectual disability 35|intellectual disability, autosomal dominant 35|intellectual disability, autosomal dominant type 35|MRD35|autosomal dominant non-syndromic intellectual disability 35|autosomal dominant mental retardation 35|mental retardation, autosomal dominant type 35			UMLS:C4225354|Orphanet:457279|ORDO:457279|OMIM:616355|DOID:0070065	MONDO:0014602
MONDO:0013332	brachydactyly, type A1, with short stature, scoliosis, microcephaly, ptosis, hearing loss, and intellectual disability	Disease	MONDO		brachydactyly, type A1, with short stature, scoliosis, microcephaly, ptosis, hearing loss, and mental retardation|brachydactyly, type A1, with short stature, scoliosis, microcephaly, ptosis, hearing loss, and intellectual disability|Tsukahara syndrome			OMIM:613627|SCTID:719162001|UMLS:C3150890	MONDO:0013332
MONDO:0013162	autosomal recessive limb-girdle muscular dystrophy type 2N	Disease	MONDO	Autosomal recessive limb-girdle muscular dystrophy type 2N (LGMD2N) is a form of limb-girdle muscular dystrophy characterized by proximal weakness (manifesting as slowness in running) presenting in infancy, along with calf hypertrophy, mild lordosis, scapular winging and normal intelligence or mild intellectual disability. [Orphanet:206559]	autosomal recessive limb-girdle muscular dystrophy caused by mutation in POMT2|muscular dystrophy-dystroglycanopathy, limb-girdle, Pomt2-related|muscular dystrophy, limb-girdle, type 2N|POMT2 autosomal recessive limb-girdle muscular dystrophy|MDDGC2|limb-girdle muscular dystrophy type 2N|muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 2|LGMD2N|LGMD-POMT2 related|muscular dystrophy-dystroglycanopathy (limb-girdle) type C 2|muscular dystrophy-dystroglycanopathy limb-girdle POMT2-related			ORDO:206559|UMLS:C3150418|OMIM:613158|DOID:0110298|GARD:0012539|Orphanet:206559	MONDO:0013162
MONDO:0005130	celiac disease	Disease	MONDO	An autoimmune genetic disorder with an unknown pattern of inheritance that primarily affects the digestive tract. It is caused by intolerance to dietary gluten. Consumption of gluten protein triggers an immune response which damages small intestinal villi and prevents adequate absorption of nutrients. Clinical signs include abdominal cramping, diarrhea or constipation and weight loss. If untreated, the clinical course may progress to malnutrition, anemia, osteoporosis and an increased risk of intestinal malignancies. However, the prognosis is favorable with successful avoidance of gluten in the diet. [NCIT:C26714]	gluten intolerance|gluten-induced enteropathy|celiac sprue|coeliac disease|non tropical sprue|idiopathic steatorrhea			NCIT:C26714|Orphanet:555|EFO:0001060|GARD:0011998|UMLS:C0007570|ICD10CM:K90.0|MESH:D002446|OMIMPS:212750|ICD9:579.0|ORDO:555|DOID:10608|ICD-9:579.0|SCTID:396331005	MONDO:0005130
MONDO:0014262	Rienhoff syndrome	Disease	MONDO	Loeys-Dietz syndrome-5 (LDS5), also known as Rienhoff (pronounced REENhoff) syndrome, is characterized by syndromic presentation of aortic aneurysms involving the thoracic and/or abdominal aorta, with risk of dissection and rupture. Other systemic features include cleft palate, bifid uvula, mitral valve disease, skeletal overgrowth, cervical spine instability, and clubfoot deformity; however, not all clinical features occur in all patients. In contrast to other forms of LDS, no striking aortic or arterial tortuosity is present in these patients, and there is no strong evidence for early aortic dissection. [EFO:1000012]	Rienhoff syndrome|Loeys-Dietz syndrome 5|LDS5|Loeys-Dietz syndrome type 5			DOID:0070236|EFO:1000012|UMLS:C3810012|OMIM:615582|GARD:0012356	MONDO:0014262
MONDO:0014432	Bardet-Biedl syndrome 2	Disease	MONDO	Any Bardet-Biedl syndrome in which the cause of the disease is a mutation in the BBS2 gene. [MONDO:patterns/disease_series_by_gene]	Bardet-Biedl syndrome|Bardet-Biedl syndrome caused by mutation in BBS2|BBS2|BBS2 Bardet-Biedl syndrome|BBS|Bardet-Biedl syndrome 2|Bardet-Biedl syndrome type 2			UMLS:C2936863|GARD:0000821|DOID:0110124|MESH:C537910|OMIM:615981	MONDO:0014432
MONDO:0003985	chest wall lymphoma	Disease	MONDO	A lymphoma that affects the structures of the chest wall. The majority of cases are diffuse large B-cell lymphomas. [NCIT:C6712]	chest wall lymphoma|lymphoma of the chest wall|chest wall cancer|lymphoma of chest wall|primary chest wall lymphoma			UMLS:C1332933|DOID:6758|NCIT:C6712	MONDO:0003985
MONDO:0020434	atrial septal defect, ostium secundum type	Disease	MONDO		ASD ostium secundum type|ASD, ostium secundum type|ostium secundum atrial septal defect|ostium secundum ASD|osASD			GARD:0005865|MedDRA:10031302|ORDO:99103|Orphanet:99103|MedDRA:10031303	MONDO:0020434
MONDO:0012609	Alzheimer disease 12	Disease	MONDO	An Alzheimer's disease that is characterized by an associated with variation in the region 8p12-q22. [DOID:0110045, PMID:16825432]	Alzheimer disease 12|AD12|Alzheimer disease, familial, 12|Ad12|Alzheimer's disease 12|Alzheimer disease familial 12|Alzheimer disease type 12|Alzheimer's disease type 12			MESH:C567022|DOID:0110045|OMIM:611073|UMLS:C1970209	MONDO:0012609
MONDO:0018619	obsolete hyperinsulinemic hypoglycaemia	Disease	MONDO						MONDO:0018619
MONDO:0019992	pseudohypoparathyroidism	Disease	MONDO	Pseudohypoparathyroidism (PHP) is a heterogeneous group of endocrine disorders characterized by normal renal function and resistance to the action of parathyroid hormone (PTH), manifesting with hypocalcemia, hyperphosphatemia and elevated PTH levels and that includes the subtypes PHP type 1a (PHP-1a), PHP type 1b (PHP-1b), PHP type 1c (PHP-1c), PHP type 2 (PHP-2) and pseudopseudohypoparathyroidism (PPHP). [Orphanet:97593]				ICD-9:275.49|Orphanet:97593|ICD10CM:E20.1|GARD:0010758|MedDRA:10037126|ICD9:275.49|MESH:D011547|DOID:4184|ORDO:97593|SCTID:58976002|UMLS:C0033806|NCIT:C99027	MONDO:0019992
MONDO:0043543	iatrogenic disease	Disease	MONDO	Any adverse condition in a patient occurring as the result of treatment by a physician, surgeon, or other health professional, especially infections acquired by a patient during the course of treatment. [MESH:D007049]	hospital-acquired condition|hospital-acquired conditions|disease, iatrogenic|iatrogenic diseases|hospital acquired condition|conditions, hospital-acquired|iatrogenic disorder|condition, hospital-acquired|diseases, iatrogenic			UMLS:C0020732|SCTID:12456005|MESH:D007049|ICD-9:799.9|ICD10CM:T80-T88|ICD9:799.9	MONDO:0043543
MONDO:0043373	sudden sensorineural hearing loss	Disease	MONDO	Sensorineural hearing loss which develops suddenly over a period of hours or a few days. It varies in severity from mild to total deafness. Sudden deafness can be due to head trauma, vascular diseases, infections, or can appear without obvious cause or warning. [MESH:D003639]	sudden sensorineural hearing loss|sudden deafness|acute sensorineural hearing loss by acute acoustic trauma or sudden deafness or surgery induced acoustic trauma|sudden hearing loss|deafness, sudden			Orphanet:90059|SCTID:715239002|MESH:D003639|UMLS:C4275242|GARD:0012927|ORDO:90059	MONDO:0043373
MONDO:0018449	acquired cystic disease-associated renal cell carcinoma	Disease	MONDO	Acquired cystic disease-associated renal cell carcinoma is a rare subtype of renal cell carcinoma, ocurring in the context of end-stage kidney disease and acquired cystic kidney disease, characterized by a usually well circumscribed, solid, multifocal, bilateral tumor with inter- or intracellular microlumen formation (leading to cribiform architecture). Tumors are often diagnosed incidentally in early stages, although complications caused by renal cysts (dull flank or abdominal pain, fever) or renal parenchymal bleeding may mask the underlying neoplastic process. Most have an indolent behavior. [Orphanet:404514]				UMLS:CN226194|Orphanet:404514|ORDO:404514|NCIT:C157718	MONDO:0018449
MONDO:0019549	severe early-onset axonal neuropathy due to MFN2 deficiency	Disease	MONDO	A rare axonal hereditary motor and sensory neuropathy characterized by early onset (<10 years) progressive distal muscle weakness and wasting of the lower limbs and later, to a lesser extent the upper limbs resulting in foot and wrist drop, areflexia, skeletal deformities (kyphoscoliosis, pes cavus with flattening, joint contractures), mild sensory impairment with vibration sense reduced to a greater extent than pain, optic atrophy and hearing loss. Wheelchair dependence by adolescence is usual and respiratory impairment with diaphragmatic paralysis may develop. [https://orcid.org/0000-0001-5208-3432, Orphanet:90118]	SEOAN due to MFN2 deficiency|autosomal recessive Charcot-Marie-Tooth disease, Ouvrier type|AR-CMT2, Ouvrier type			ORDO:90118|SCTID:766977007|Orphanet:90118|UMLS:CN206378	MONDO:0019549
MONDO:0019719	congenital anomaly of kidney and urinary tract	Disease	MONDO	A urinary system disease characterized by structural malformations in the kidney and/or urinary tract containing vesicoureteral reflux. [DOID:0080205, PMID:25313840]	CAKUT|congenital anomalies of kidney and urinary tract|renal or urinary tract malformation|congenital anomaly of kidney and urinary tract|congenital anomalies of the kidney and urinary tract			ORDO:93545|MESH:C566906|Orphanet:93545|OMIMPS:610805|DOID:0080205|UMLS:C1968949	MONDO:0019719
MONDO:0004407	stroma-dominant and stroma-poor composite ganglioneuroblastoma	Disease	MONDO	A neuroblastic tumor characterized by the presence of a ganglioneuroblastoma component and the formation of Schwannian stroma which is the predominant component of the tumor volume. [NCIT:P378]	composite ganglioneuroblastoma, Stroma-dominant and Stroma-poor			NCIT:C42060|DOID:7949|UMLS:C1516761	MONDO:0004407
MONDO:0015787	symptomatic form of hemophilia A in female carriers	Disease	MONDO	A form of hemophilia A that manifests in some women with mutations in the F8 gene (Xq28), encoding coagulation factor VIII. [Orphanet:177926]				Orphanet:177926|UMLS:CN200369|ORDO:177926	MONDO:0015787
MONDO:0000271	tuberculous salpingitis	Disease	MONDO	An urogenital tuberculosis involving a pathogenic inflammatory response in the fallopian tube. [MONDO:patterns/specific_inflammatory_disease_by_site]	fallopian tube tuberculosis			ICD9:016.6|ICD-9:016.6|ICD-9:016.60|DOID:0050166|UMLS:C0275933|SCTID:49558004|ICD9:016.60	MONDO:0000271
MONDO:0000611	pre-malignant neoplasm	Disease	MONDO	A disease of cellular proliferation that results in abnormal growths in the body, which do not invade or destroy the surrounding tissue but, given enough time, will transform into a cancer. [DOID:0060071, http://en.wikipedia.org/wiki/Neoplasm]				DOID:0060071	MONDO:0000611
MONDO:0014444	Bardet-Biedl syndrome 16	Disease	MONDO	Any Bardet-Biedl syndrome in which the cause of the disease is a mutation in the SDCCAG8 gene. [MONDO:patterns/disease_series_by_gene]	BBS16|SDCCAG8 Bardet-Biedl syndrome|Bardet-Biedl syndrome caused by mutation in SDCCAG8|Bardet-Biedl syndrome type 16|Bardet-Biedl syndrome 16			DOID:0110138|UMLS:C3889474|OMIM:615993	MONDO:0014444
MONDO:0001541	plantar nerve lesion	Disease	MONDO	A peripheral nerve lesion that involves the plantar nerve. [MONDO:patterns/location]	plantar nerve peripheral nerve lesion|peripheral nerve lesion of plantar nerve|lesion of plantar nerve			ICD9:355.6|UMLS:C0154752|ICD-9:355.6|DOID:12524|SCTID:193148004	MONDO:0001541
MONDO:0001371	protein-energy malnutrition	Disease	MONDO	A nutritional deficit that is caused by inadequate protein or calorie intake. [NCIT:P378]	Protein energy malnutrition			DOID:11801|ICD9:263.8|ICD-9:269.8|ICD-9:263.9|ICD9:269.8|ICD-9:263.8|NCIT:C34952|MESH:D011502|ICD9:263.9|SCTID:238107002	MONDO:0001371
MONDO:0001711	hepatic encephalopathy	Disease	MONDO	Hepatic encephalopathy is a syndrome observed in some patients with cirrhosis. It is defined as a spectrum of neuropsychiatric abnormalities in patients with liver dysfunction, when other known brain disease has been excluded.Signs and symptomsmay be debilitating, and they can begin mildly and gradually, or occur suddenly and severely. They may includepersonality or moodchanges, intellectual impairment, abnormal movements,a depressed level of consciousness, and other symptoms.There are several theories regarding the exact cause, butdevelopment of the condition isprobablyat least partiallydue to the effect of substances that are toxic to nerve tissue (neurotoxic), which are typically present with liver damage and/or liver disease. Treatment depends upon the severity of mental status changes and upon the certainty of the diagnosis. [https://rarediseases.info.nih.gov/diseases/10452/hepatic-encephalopathy]	portal-systemic encephalopathy|encephalopathy, hepatic|Hepatoencephalopathy			ICD-9:572.2|GARD:0010452|UMLS:C0019151|SCTID:13920009|DOID:13413|NCIT:C79596|ICD9:572.2|MESH:D006501	MONDO:0001711
MONDO:0002641	subclavian artery aneurysm	Disease	MONDO	A subclavian aneurysm is weakness or bulging in the wall of the subclavian artery, which is located below the collarbone. If the aneurysm ruptures, it can cause life-threatening, uncontrolled bleeding. Blood clots caused by the aneurysm can potentially lead to stroke or loss of fingers, the hand or, in rare cases, the entire arm. [https://heart.uvahealth.com/services/aneurysms/subclavian-aneurysm]				DOID:342|ICD9:442.82|SCTID:40136003|UMLS:C0155746|ICD-9:442.82	MONDO:0002641
